0.717966756,0.753235294,,,,,,
0.506571424,0.5122,,,,,,
0.72233333,0.722333333,,,,,,
0.83725,0.93575,,,,,,
0.93575,1,,,,,,
0.974055557,0.97515,,,,,,
0.591,0.6895,,,,,,
0.798516924,0.825707031,,,,,,
0.770155799,0.813695652,,,,,,
0.809107141,0.879464286,,,,,,
0.80376,0.79194,,,,,,
0.775371798,0.808205128,,,,,,
0.628884617,0.825884615,,,,,,
0.792,0.818307692,,,,,,
0.780423075,0.717826797,,,,,,
0.714607847,0.659028777,,,,,,
0.687374104,0.749456522,,,,,,
0.760163043,0.687374101,,,,,,
0.8471,0.85695,,,,,,
0.912766995,0.927651111,,,,,,
0.934,0.86373403,,,,,,
0.791660861,0.772410072,,,,,,
0.712403713,0.747404357,,,,,,
0.757109464,0.785085799,,,,,,
0.828295454,0.794715909,,,,,,
0.848541459,0.884097561,,,,,,
0.655945059,0.710065934,,,,,,
0.799257141,0.849914286,,,,,,
0.928287876,0.937242424,,,,,,
0.823265433,0.82812963,,,,,,
0.95216667,0.958733333,,,,,,
0.675428576,0.656666667,,,,,,
0.795986488,0.793324324,,,,,,
0.470113639,0.473311688,,,,,,
0.692578125,0.70796875,,,,,,
0.397581815,0.4137,,,,,,
0.507424247,0.530805556,,,,,,
0.9234,0.939052478,,,,,,
0.88781333,0.89044,,,,,,
0.775081971,0.775081967,,,,,,
0.850068495,0.877054795,,,,,,
0.8152,0.845545842,,,,,,
0.90291667,0.93575,,,,,,
0.764671053,0.780223684,,,,,,
0.5803,0.802381,,,,,,
0.653281786,0.605893471,,,,,,
0.8432,0.575649351,,,,,,
0.82450479,0.815063898,,,,,,
0.826096687,0.876223919,,,,,,
0.864193385,0.913318066,,,,,,
0.838471075,0.923946281,,,,,,
0.82083333,0.8865,,,,,,
0.734731939,0.745064103,,,,,,
0.31434599,0.345991561,,,,,,
1,1,,,,,,
0.84993,0.855268293,,,,,,
0.896993126,0.890223368,,,,,,
0.802414638,0.807219512,,,,,,
0.57786667,0.55948,,,,,,
0.5516,0.577866667,,,,,,
0.985,1,,,,,,
0.79620833,0.861875,,,,,,
0.76436,0.78012,,,,,,
0.819467559,0.824384359,,,,,,
0.890944389,0.893011542,,,,,,
0.954981179,0.957971102,,,,,,
0.93708108,0.942405405,,,,,,
0.907776,0.92984,,,,,,
0.879075375,0.94441206,,,,,,
1,1,,,,,,
0.959078947,0.963399123,,,,,,
0.916807692,0.924384615,,,,,,
1,1,,,,,,
0.729021066,0.856145742,,,,,,
1,1,,,,,,
0.835132605,0.876930486,,,,,,
0.755936625,0.763636237,,,,,,
0.66244137,0.676465662,,,,,,
0.712488836,0.722113345,,,,,,
0.980525638,0.982443219,,,,,,
0.4925,0.601944444,,,,,,
0.549905959,0.585133229,,,,,,
0.793116888,0.767532468,,,,,,
0.818701298,0.831493506,,,,,,
0.78635833,0.820833333,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
EnsembleSelf,MiddlePhalanxOutlineAgeGroup,Accuracy,0.5584415584415584,NumClasses,3,Length,80
EnsembleSelf,MiddlePhalanxOutlineAgeGroup,Accuracy,0.564935065,NumClasses,3,Length,80
EnsembleSelf,CricketX,Accuracy,0.7923076923076923,NumClasses,12,Length,300
EnsembleSelf,FiftyWords,Accuracy,0.6835164835164835,NumClasses,50,Length,270
EnsembleSelf,FaceFour,Accuracy,0.8636363636363636,NumClasses,4,Length,350
EnsembleSelf,MiddlePhalanxOutlineAgeGroup,Accuracy,0.5714285714285714,NumClasses,3,Length,80
EnsembleSelf,CricketX,Accuracy,0.8,NumClasses,12,Length,300
EnsembleSelf,FiftyWords,Accuracy,0.6703296703296703,NumClasses,50,Length,270
EnsembleSelf,FaceFour,Accuracy,0.875,NumClasses,4,Length,350
EnsembleSelf,Wine,Accuracy,0.5370370370370371,NumClasses,2,Length,234
EnsembleSelf,StarLightCurves,Accuracy,0.970495386,NumClasses,3,Length,1024
EnsembleSelf,ChlorineConcentration,Accuracy,0.8052083333333333,NumClasses,3,Length,166
EnsembleSelf,CBF,Accuracy,0.9911111111111112,NumClasses,3,Length,128
EnsembleSelf,TwoLeadECG,Accuracy,0.8279192273924495,NumClasses,2,Length,82
EnsembleSelf,ECGFiveDays,Accuracy,0.8362369337979094,NumClasses,2,Length,136
EnsembleSelf,ToeSegmentation2,Accuracy,0.9615384615384616,NumClasses,2,Length,343
EnsembleSelf,ElectricDevices,Accuracy,0.7538581247568409,NumClasses,7,Length,96
EnsembleSelf,Trace,Accuracy,1,NumClasses,4,Length,275
EnsembleSelf,Haptics,Accuracy,0.4707792207792208,NumClasses,5,Length,1092
EnsembleSelf,Symbols,Accuracy,0.9125628140703518,NumClasses,6,Length,398
EnsembleSelf,Lightning2,Accuracy,0.819672131,NumClasses,2,Length,637
EnsembleSelf,LargeKitchenAppliances,Accuracy,0.9013333333333333,NumClasses,3,Length,720
EnsembleSelf,ShapeletSim,Accuracy,1,NumClasses,2,Length,500
EnsembleSelf,Mallat,Accuracy,0.787633262,NumClasses,8,Length,1024
EnsembleSelf,OliveOil,Accuracy,0.9,NumClasses,4,Length,570
EnsembleSelf,HandOutlines,Accuracy,0.7891891891891892,NumClasses,2,Length,2709
EnsembleSelf,Strawberry,Accuracy,0.9513513513513514,NumClasses,2,Length,235
EnsembleSelf,MoteStrain,Accuracy,0.8306709265175719,NumClasses,2,Length,84
EnsembleSelf,GunPoint,Accuracy,0.9666666666666667,NumClasses,2,Length,150
EnsembleSelf,BirdChicken,Accuracy,0.95,NumClasses,2,Length,512
EnsembleSelf,OSULeaf,Accuracy,0.9173553719008265,NumClasses,6,Length,427
EnsembleSelf,SmallKitchenAppliances,Accuracy,0.7626666666666667,NumClasses,3,Length,720
EnsembleSelf,ECG5000,Accuracy,0.9411111111111111,NumClasses,5,Length,140
EnsembleSelf,UWaveGestureLibraryZ,Accuracy,0.711892797,NumClasses,8,Length,315
EnsembleSelf,ShapesAll,Accuracy,0.815,NumClasses,60,Length,512
